timestep,HydroDispatch2,HydroDispatch1_inflow,HydroDispatch3_inflow,SolarBusC,WindBusA,4_Demand,2_Demand,3_Demand
7634,0.076,0.076,0.076,0.0,0.792,0.382,0.327,0.358
7635,0.084,0.084,0.084,0.0,0.816,0.361,0.325,0.351
7636,0.076,0.076,0.076,0.0,0.566,0.35,0.326,0.35
7637,0.084,0.084,0.084,0.0,0.507,0.35,0.332,0.351
7638,0.076,0.076,0.076,0.0,0.573,0.365,0.342,0.36
7639,0.084,0.084,0.084,0.358,0.794,0.374,0.35,0.357
7640,0.246,0.246,0.246,0.706,0.826,0.405,0.363,0.358
7641,0.264,0.264,0.264,0.812,0.641,0.454,0.372,0.372
7642,0.284,0.284,0.284,0.81,0.467,0.493,0.377,0.388
7643,0.528,0.528,0.528,0.81,0.168,0.516,0.381,0.395
7644,0.518,0.518,0.518,0.713,0.211,0.529,0.383,0.4
7645,0.528,0.528,0.528,0.715,0.235,0.528,0.38,0.397
7646,0.518,0.518,0.518,0.528,0.261,0.517,0.38,0.398
7647,0.518,0.518,0.518,0.117,0.411,0.502,0.377,0.395
7648,0.35,0.35,0.35,0.0,0.519,0.493,0.382,0.394
7649,0.264,0.264,0.264,0.0,0.393,0.506,0.409,0.411
7650,0.274,0.274,0.274,0.0,0.927,0.56,0.429,0.449
7651,0.264,0.264,0.264,0.0,0.989,0.568,0.418,0.446
7652,0.264,0.264,0.264,0.0,0.995,0.551,0.4,0.438
7653,0.264,0.264,0.264,0.0,0.991,0.531,0.386,0.427
7654,0.264,0.264,0.264,0.0,0.984,0.508,0.364,0.416
7655,0.254,0.254,0.254,0.0,0.987,0.473,0.346,0.404
7656,0.264,0.264,0.264,0.0,0.993,0.429,0.336,0.387
7657,0.264,0.264,0.264,0.0,0.981,0.39,0.33,0.37
7658,0.254,0.254,0.254,0.0,0.991,0.363,0.327,0.353
7659,0.264,0.264,0.264,0.0,0.997,0.345,0.325,0.347
7660,0.264,0.264,0.264,0.0,0.996,0.33,0.325,0.343
7661,0.264,0.264,0.264,0.0,0.993,0.328,0.327,0.343
7662,0.254,0.254,0.254,0.0,0.99,0.337,0.334,0.346
7663,0.264,0.264,0.264,0.336,0.994,0.338,0.337,0.336
7664,0.264,0.264,0.264,0.684,0.986,0.353,0.348,0.34
7665,0.368,0.368,0.368,0.826,0.989,0.396,0.358,0.357
7666,0.518,0.518,0.518,0.857,0.989,0.427,0.365,0.368
7667,0.528,0.528,0.528,0.865,0.993,0.455,0.366,0.377
7668,0.528,0.528,0.528,0.85,0.985,0.464,0.371,0.38
7669,0.518,0.518,0.518,0.837,0.989,0.472,0.372,0.38
7670,0.528,0.528,0.528,0.797,0.986,0.477,0.377,0.378
7671,0.528,0.528,0.528,0.726,0.955,0.476,0.38,0.374
7672,0.518,0.518,0.518,0.47,0.826,0.475,0.383,0.375
7673,0.386,0.386,0.386,0.0,0.492,0.486,0.409,0.402
7674,0.358,0.358,0.358,0.0,0.701,0.554,0.444,0.444
7675,0.35,0.35,0.35,0.0,0.274,0.565,0.435,0.445
7676,0.358,0.358,0.358,0.0,0.25,0.555,0.415,0.438
7677,0.188,0.188,0.188,0.0,0.274,0.539,0.389,0.428
7678,0.076,0.076,0.076,0.0,0.57,0.505,0.36,0.414
7679,0.084,0.084,0.084,0.0,0.79,0.463,0.337,0.398
7680,0.084,0.084,0.084,0.0,0.431,0.413,0.329,0.377
7681,0.264,0.264,0.264,0.0,0.764,0.375,0.326,0.36
7682,0.264,0.264,0.264,0.0,0.968,0.355,0.324,0.351
7683,0.254,0.254,0.254,0.0,0.988,0.338,0.324,0.349
7684,0.264,0.264,0.264,0.0,0.991,0.337,0.33,0.35
7685,0.264,0.264,0.264,0.0,0.993,0.356,0.348,0.358
7686,0.254,0.254,0.254,0.0,0.999,0.396,0.388,0.377
7687,0.264,0.264,0.264,0.325,0.52,0.458,0.402,0.391
7688,0.33,0.33,0.33,0.702,0.912,0.503,0.4,0.395
7689,0.51,0.51,0.51,0.817,0.999,0.542,0.397,0.401
7690,0.556,0.556,0.556,0.839,0.997,0.571,0.394,0.405
7691,0.538,0.538,0.538,0.857,0.991,0.59,0.39,0.411
7692,0.538,0.538,0.538,0.863,0.909,0.603,0.39,0.433
7693,0.556,0.556,0.556,0.843,1.0,0.607,0.392,0.45
7694,0.538,0.538,0.538,0.808,0.997,0.612,0.392,0.445
7695,0.538,0.538,0.538,0.711,0.991,0.612,0.394,0.432
7696,0.538,0.538,0.538,0.446,0.978,0.603,0.398,0.399
7697,0.538,0.538,0.538,0.0,0.977,0.599,0.422,0.426
7698,0.368,0.368,0.368,0.0,0.951,0.634,0.459,0.467
7699,0.274,0.274,0.274,0.0,0.988,0.625,0.447,0.47
7700,0.254,0.254,0.254,0.0,0.745,0.608,0.43,0.468
7701,0.264,0.264,0.264,0.0,0.325,0.59,0.402,0.449
7702,0.254,0.254,0.254,0.0,0.716,0.556,0.369,0.428
7703,0.254,0.254,0.254,0.0,0.889,0.507,0.343,0.407
7704,0.254,0.254,0.254,0.0,0.755,0.452,0.333,0.381
7705,0.254,0.254,0.254,0.0,0.707,0.408,0.328,0.363
7706,0.264,0.264,0.264,0.0,0.936,0.385,0.327,0.353
7707,0.274,0.274,0.274,0.0,0.809,0.368,0.328,0.35
7708,0.264,0.264,0.264,0.0,0.794,0.362,0.333,0.352
7709,0.274,0.274,0.274,0.0,0.498,0.379,0.353,0.359
7710,0.264,0.264,0.264,0.0,0.767,0.418,0.394,0.377
7711,0.274,0.274,0.274,0.3,0.695,0.478,0.404,0.379
7712,0.264,0.264,0.264,0.68,0.541,0.518,0.394,0.385
7713,0.274,0.274,0.274,0.843,0.566,0.559,0.39,0.393
7714,0.274,0.274,0.274,0.883,0.61,0.585,0.391,0.402
7715,0.32,0.32,0.32,0.883,0.658,0.597,0.39,0.41
7716,0.538,0.538,0.538,0.868,0.63,0.609,0.39,0.415
7717,0.538,0.538,0.538,0.828,0.862,0.614,0.391,0.417
7718,0.528,0.528,0.528,0.786,0.866,0.619,0.386,0.421
7719,0.518,0.518,0.518,0.706,0.76,0.62,0.391,0.419
7720,0.528,0.528,0.528,0.433,0.384,0.612,0.394,0.415
7721,0.518,0.518,0.518,0.0,0.251,0.609,0.421,0.435
7722,0.528,0.528,0.528,0.0,0.202,0.638,0.459,0.468
7723,0.518,0.518,0.518,0.0,0.367,0.628,0.445,0.469
7724,0.528,0.528,0.528,0.0,0.494,0.612,0.428,0.46
7725,0.518,0.518,0.518,0.0,0.432,0.592,0.403,0.445
7726,0.302,0.302,0.302,0.0,0.471,0.562,0.368,0.426
7727,0.264,0.264,0.264,0.0,0.465,0.507,0.343,0.405
7728,0.254,0.254,0.254,0.0,0.554,0.456,0.334,0.378
7729,0.264,0.264,0.264,0.0,0.4,0.414,0.33,0.401
7730,0.274,0.274,0.274,0.0,0.479,0.385,0.328,0.393
7731,0.264,0.264,0.264,0.0,0.624,0.368,0.328,0.391
7732,0.274,0.274,0.274,0.0,0.704,0.363,0.334,0.391
7733,0.274,0.274,0.274,0.0,0.634,0.374,0.355,0.4
7734,0.274,0.274,0.274,0.0,0.702,0.411,0.401,0.422
7735,0.264,0.264,0.264,0.325,0.617,0.466,0.411,0.428
7736,0.274,0.274,0.274,0.693,0.568,0.515,0.397,0.432
7737,0.264,0.264,0.264,0.788,0.797,0.556,0.391,0.436
7738,0.264,0.264,0.264,0.817,0.974,0.589,0.391,0.442
7739,0.358,0.358,0.358,0.817,0.769,0.614,0.39,0.446
7740,0.528,0.528,0.528,0.828,0.895,0.627,0.393,0.453
7741,0.538,0.538,0.538,0.812,0.993,0.635,0.395,0.454
7742,0.528,0.528,0.528,0.79,0.989,0.642,0.396,0.455
7743,0.538,0.538,0.538,0.7,0.987,0.643,0.4,0.453
7744,0.538,0.538,0.538,0.45,0.987,0.635,0.399,0.449
7745,0.528,0.528,0.528,0.0,0.871,0.63,0.422,0.47
7746,0.528,0.528,0.528,0.0,0.63,0.649,0.454,0.511
7747,0.538,0.538,0.538,0.0,0.849,0.636,0.443,0.511
7748,0.378,0.378,0.378,0.0,0.67,0.621,0.433,0.503
7749,0.274,0.274,0.274,0.0,0.824,0.598,0.407,0.49
7750,0.264,0.264,0.264,0.0,0.98,0.566,0.372,0.476
7751,0.264,0.264,0.264,0.0,0.962,0.519,0.346,0.453
7752,0.264,0.264,0.264,0.0,0.986,0.459,0.334,0.428
7753,0.264,0.264,0.264,0.0,0.986,0.417,0.331,0.368
7754,0.264,0.264,0.264,0.0,0.993,0.391,0.329,0.359
7755,0.264,0.264,0.264,0.0,0.806,0.373,0.33,0.355
7756,0.264,0.264,0.264,0.0,0.073,0.366,0.336,0.357
7757,0.264,0.264,0.264,0.0,0.136,0.377,0.358,0.367
7758,0.264,0.264,0.264,0.0,0.514,0.415,0.403,0.393
7759,0.264,0.264,0.264,0.309,0.957,0.472,0.416,0.398
7760,0.254,0.254,0.254,0.689,0.902,0.517,0.403,0.398
7761,0.274,0.274,0.274,0.788,0.591,0.559,0.387,0.402
7762,0.32,0.32,0.32,0.81,0.545,0.591,0.377,0.406
7763,0.5,0.5,0.5,0.819,0.457,0.615,0.392,0.411
7764,0.5,0.5,0.5,0.823,0.213,0.628,0.393,0.408
7765,0.5,0.5,0.5,0.799,0.336,0.636,0.394,0.409
7766,0.5,0.5,0.5,0.773,0.063,0.638,0.4,0.409
7767,0.5,0.5,0.5,0.698,0.098,0.639,0.403,0.408
7768,0.5,0.5,0.5,0.442,0.091,0.629,0.406,0.404
7769,0.51,0.51,0.51,0.0,0.114,0.625,0.427,0.424
7770,0.518,0.518,0.518,0.0,0.067,0.647,0.457,0.462
7771,0.528,0.528,0.528,0.0,0.024,0.634,0.445,0.464
7772,0.548,0.548,0.548,0.0,0.149,0.615,0.427,0.456
7773,0.35,0.35,0.35,0.0,0.065,0.598,0.405,0.445
7774,0.254,0.254,0.254,0.0,0.071,0.563,0.37,0.429
7775,0.264,0.264,0.264,0.0,0.16,0.517,0.345,0.406
7776,0.264,0.264,0.264,0.0,0.515,0.46,0.336,0.384
7777,0.274,0.274,0.274,0.0,0.423,0.416,0.329,0.368
7778,0.264,0.264,0.264,0.0,0.216,0.392,0.329,0.359
7779,0.274,0.274,0.274,0.0,0.104,0.37,0.329,0.355
7780,0.274,0.274,0.274,0.0,0.017,0.367,0.336,0.357
7781,0.274,0.274,0.274,0.0,0.0,0.375,0.357,0.366
7782,0.264,0.264,0.264,0.0,0.001,0.41,0.406,0.388
7783,0.274,0.274,0.274,0.296,0.001,0.468,0.418,0.397
7784,0.274,0.274,0.274,0.664,0.018,0.517,0.402,0.395
7785,0.274,0.274,0.274,0.742,0.057,0.559,0.395,0.401
7786,0.274,0.274,0.274,0.781,0.101,0.59,0.391,0.408
7787,0.274,0.274,0.274,0.801,0.138,0.61,0.392,0.408
7788,0.548,0.548,0.548,0.799,0.062,0.626,0.393,0.413
7789,0.518,0.518,0.518,0.786,0.03,0.631,0.393,0.413
7790,0.528,0.528,0.528,0.759,0.034,0.636,0.395,0.414
7791,0.518,0.518,0.518,0.682,0.04,0.636,0.4,0.409
7792,0.538,0.538,0.538,0.428,0.023,0.625,0.399,0.406
7793,0.538,0.538,0.538,0.0,0.028,0.622,0.417,0.422
7794,0.528,0.528,0.528,0.0,0.007,0.643,0.44,0.457
7795,0.538,0.538,0.538,0.0,0.034,0.628,0.423,0.452
7796,0.538,0.538,0.538,0.0,0.012,0.608,0.407,0.444
7797,0.528,0.528,0.528,0.0,0.006,0.588,0.392,0.432
7798,0.518,0.518,0.518,0.0,0.001,0.563,0.37,0.421
7799,0.528,0.528,0.528,0.0,0.002,0.52,0.347,0.408
7800,0.528,0.528,0.528,0.0,0.001,0.473,0.336,0.387
7801,0.084,0.084,0.084,0.0,0.001,0.429,0.329,0.37
7802,0.084,0.084,0.084,0.0,0.012,0.399,0.328,0.358
7803,0.076,0.076,0.076,0.0,0.009,0.383,0.327,0.353
7804,0.084,0.084,0.084,0.0,0.016,0.372,0.329,0.353
7805,0.076,0.076,0.076,0.0,0.029,0.372,0.336,0.356
7806,0.076,0.076,0.076,0.0,0.053,0.385,0.349,0.365
7807,0.122,0.122,0.122,0.0,0.079,0.401,0.357,0.359
7808,0.254,0.254,0.254,0.653,0.033,0.433,0.371,0.357
7809,0.264,0.264,0.264,0.74,0.0,0.482,0.377,0.37
7810,0.284,0.284,0.284,0.753,0.0,0.523,0.381,0.38
7811,0.274,0.274,0.274,0.797,0.0,0.551,0.381,0.386
7812,0.274,0.274,0.274,0.801,0.0,0.567,0.381,0.391
7813,0.264,0.264,0.264,0.784,0.0,0.575,0.381,0.394
7814,0.274,0.274,0.274,0.77,0.009,0.575,0.382,0.392
7815,0.264,0.264,0.264,0.687,0.02,0.57,0.386,0.393
7816,0.274,0.274,0.274,0.415,0.01,0.561,0.39,0.391
7817,0.518,0.518,0.518,0.0,0.011,0.563,0.411,0.412
7818,0.528,0.528,0.528,0.0,0.169,0.597,0.436,0.458
7819,0.528,0.528,0.528,0.0,0.157,0.595,0.419,0.442
7820,0.518,0.518,0.518,0.0,0.119,0.579,0.405,0.432
7821,0.528,0.528,0.528,0.0,0.134,0.562,0.385,0.42
7822,0.284,0.284,0.284,0.0,0.096,0.537,0.364,0.411
7823,0.264,0.264,0.264,0.0,0.04,0.502,0.344,0.401
7824,0.264,0.264,0.264,0.0,0.073,0.458,0.334,0.381
7825,0.254,0.254,0.254,0.0,0.071,0.423,0.327,0.363
7826,0.264,0.264,0.264,0.0,0.079,0.391,0.325,0.352
7827,0.264,0.264,0.264,0.0,0.128,0.373,0.325,0.345
7828,0.264,0.264,0.264,0.0,0.141,0.353,0.326,0.343
7829,0.284,0.284,0.284,0.0,0.148,0.355,0.329,0.344
7830,0.274,0.274,0.274,0.0,0.134,0.369,0.337,0.35
7831,0.274,0.274,0.274,0.0,0.092,0.373,0.342,0.341
7832,0.284,0.284,0.284,0.647,0.024,0.39,0.354,0.341
7833,0.274,0.274,0.274,0.781,0.006,0.433,0.362,0.354
7834,0.264,0.264,0.264,0.773,0.0,0.475,0.369,0.37
7835,0.264,0.264,0.264,0.799,0.0,0.507,0.373,0.38
7836,0.264,0.264,0.264,0.762,0.006,0.532,0.382,0.388
7837,0.528,0.528,0.528,0.768,0.006,0.547,0.387,0.39
7838,0.528,0.528,0.528,0.746,0.001,0.557,0.397,0.391
7839,0.528,0.528,0.528,0.682,0.028,0.56,0.403,0.39
7840,0.538,0.538,0.538,0.426,0.04,0.559,0.41,0.389
7841,0.528,0.528,0.528,0.0,0.5,0.56,0.434,0.41
7842,0.528,0.528,0.528,0.0,0.882,0.598,0.466,0.447
7843,0.538,0.538,0.538,0.0,0.715,0.598,0.455,0.444
7844,0.528,0.528,0.528,0.0,0.777,0.587,0.432,0.435
7845,0.358,0.358,0.358,0.0,0.794,0.572,0.404,0.424
7846,0.284,0.284,0.284,0.0,0.962,0.539,0.37,0.409
7847,0.274,0.274,0.274,0.0,0.968,0.497,0.345,0.395
7848,0.264,0.264,0.264,0.0,0.935,0.45,0.334,0.373
7849,0.264,0.264,0.264,0.0,0.96,0.409,0.33,0.357
7850,0.264,0.264,0.264,0.0,0.922,0.383,0.327,0.349
7851,0.264,0.264,0.264,0.0,0.51,0.368,0.329,0.344
7852,0.264,0.264,0.264,0.0,0.271,0.365,0.333,0.347
7853,0.264,0.264,0.264,0.0,0.155,0.377,0.353,0.356
7854,0.274,0.274,0.274,0.0,0.093,0.423,0.393,0.377
7855,0.264,0.264,0.264,0.0,0.148,0.482,0.409,0.383
7856,0.5,0.5,0.5,0.667,0.146,0.523,0.403,0.385
7857,0.528,0.528,0.528,0.748,0.268,0.571,0.406,0.396
7858,0.528,0.528,0.528,0.757,0.25,0.606,0.411,0.406
7859,0.518,0.518,0.518,0.764,0.238,0.631,0.418,0.412
7860,0.528,0.528,0.528,0.804,0.096,0.649,0.428,0.416
7861,0.528,0.528,0.528,0.779,0.004,0.657,0.437,0.417
7862,0.518,0.518,0.518,0.751,0.016,0.664,0.445,0.421
7863,0.528,0.528,0.528,0.678,0.008,0.664,0.45,0.419
7864,0.538,0.538,0.538,0.417,0.0,0.657,0.447,0.415
7865,0.518,0.518,0.518,0.0,0.0,0.649,0.474,0.434
7866,0.538,0.538,0.538,0.0,0.0,0.662,0.504,0.467
7867,0.284,0.284,0.284,0.0,0.0,0.645,0.481,0.464
7868,0.264,0.264,0.264,0.0,0.0,0.627,0.456,0.455
7869,0.264,0.264,0.264,0.0,0.009,0.608,0.426,0.441
7870,0.264,0.264,0.264,0.0,0.018,0.573,0.388,0.423
7871,0.264,0.264,0.264,0.0,0.018,0.525,0.352,0.402
7872,0.274,0.274,0.274,0.0,0.023,0.47,0.34,0.378
7873,0.264,0.264,0.264,0.0,0.235,0.428,0.332,0.361
7874,0.264,0.264,0.264,0.0,0.238,0.399,0.33,0.352
7875,0.274,0.274,0.274,0.0,0.442,0.378,0.33,0.348
7876,0.264,0.264,0.264,0.0,0.572,0.376,0.334,0.349
7877,0.264,0.264,0.264,0.0,0.709,0.383,0.357,0.357
7878,0.274,0.274,0.274,0.0,0.695,0.416,0.398,0.374
7879,0.518,0.518,0.518,0.0,0.609,0.483,0.411,0.384
7880,0.51,0.51,0.51,0.638,0.543,0.526,0.403,0.386
7881,0.518,0.518,0.518,0.759,0.715,0.567,0.404,0.397
7882,0.518,0.518,0.518,0.779,0.798,0.591,0.411,0.405
7883,0.51,0.51,0.51,0.799,0.581,0.609,0.417,0.415
7884,0.528,0.528,0.528,0.83,0.172,0.621,0.428,0.419
7885,0.528,0.528,0.528,0.795,0.455,0.626,0.436,0.416
7886,0.528,0.528,0.528,0.79,0.007,0.626,0.448,0.419
7887,0.528,0.528,0.528,0.669,0.61,0.624,0.453,0.419
7888,0.518,0.518,0.518,0.426,0.872,0.619,0.452,0.416
7889,0.528,0.528,0.528,0.0,0.747,0.616,0.47,0.439
7890,0.528,0.528,0.528,0.0,0.34,0.641,0.497,0.469
7891,0.538,0.538,0.538,0.0,0.214,0.629,0.476,0.464
7892,0.518,0.518,0.518,0.0,0.441,0.613,0.454,0.456
7893,0.33,0.33,0.33,0.0,0.779,0.597,0.428,0.444
7894,0.254,0.254,0.254,0.0,0.73,0.569,0.385,0.426
7895,0.246,0.246,0.246,0.0,0.875,0.52,0.354,0.407
7896,0.226,0.226,0.226,0.0,0.989,0.468,0.34,0.382
7897,0.264,0.264,0.264,0.0,0.587,0.427,0.332,0.364
7898,0.264,0.264,0.264,0.0,0.155,0.4,0.331,0.354
7899,0.254,0.254,0.254,0.0,0.365,0.383,0.329,0.348
7900,0.264,0.264,0.264,0.0,0.604,0.384,0.335,0.347
7901,0.264,0.264,0.264,0.0,0.724,0.395,0.355,0.354
7902,0.264,0.264,0.264,0.0,0.942,0.423,0.393,0.373
7903,0.274,0.274,0.274,0.0,0.919,0.479,0.405,0.378
7904,0.274,0.274,0.274,0.656,0.972,0.517,0.403,0.383
7905,0.254,0.254,0.254,0.779,0.98,0.556,0.4,0.396
7906,0.264,0.264,0.264,0.797,0.984,0.582,0.406,0.407
7907,0.264,0.264,0.264,0.812,0.869,0.598,0.41,0.417
7908,0.312,0.312,0.312,0.81,0.08,0.604,0.414,0.418
7909,0.518,0.518,0.518,0.81,0.186,0.603,0.421,0.418
7910,0.528,0.528,0.528,0.777,0.74,0.604,0.424,0.418
7911,0.528,0.528,0.528,0.675,0.421,0.593,0.425,0.413
7912,0.482,0.482,0.482,0.417,0.655,0.587,0.421,0.409
7913,0.34,0.34,0.34,0.0,0.797,0.592,0.447,0.433
7914,0.264,0.264,0.264,0.0,0.972,0.624,0.471,0.462
7915,0.264,0.264,0.264,0.0,0.992,0.613,0.453,0.458
7916,0.254,0.254,0.254,0.0,0.952,0.596,0.436,0.449
7917,0.284,0.284,0.284,0.0,0.783,0.579,0.415,0.439
7918,0.274,0.274,0.274,0.0,0.759,0.554,0.384,0.427
7919,0.284,0.284,0.284,0.0,0.897,0.512,0.356,0.412
7920,0.274,0.274,0.274,0.0,0.993,0.463,0.341,0.387
7921,0.076,0.076,0.076,0.0,0.995,0.413,0.333,0.366
7922,0.104,0.104,0.104,0.0,0.81,0.385,0.328,0.353
7923,0.094,0.094,0.094,0.0,1.0,0.368,0.327,0.343
7924,0.104,0.104,0.104,0.0,1.0,0.358,0.329,0.34
7925,0.094,0.094,0.094,0.0,0.994,0.359,0.335,0.342
7926,0.104,0.104,0.104,0.0,0.995,0.373,0.343,0.348
7927,0.104,0.104,0.104,0.0,0.997,0.382,0.351,0.341
7928,0.264,0.264,0.264,0.684,0.999,0.391,0.367,0.341
7929,0.264,0.264,0.264,0.823,0.996,0.427,0.382,0.36
7930,0.264,0.264,0.264,0.845,0.998,0.455,0.391,0.379
7931,0.264,0.264,0.264,0.85,0.998,0.477,0.395,0.391
7932,0.264,0.264,0.264,0.839,0.949,0.488,0.395,0.396
7933,0.274,0.274,0.274,0.812,0.932,0.496,0.389,0.398
7934,0.518,0.518,0.518,0.784,0.811,0.493,0.38,0.395
7935,0.518,0.518,0.518,0.706,0.79,0.488,0.366,0.387
7936,0.5,0.5,0.5,0.424,0.939,0.48,0.359,0.381
7937,0.264,0.264,0.264,0.0,0.876,0.484,0.369,0.395
7938,0.264,0.264,0.264,0.0,0.748,0.524,0.383,0.414
7939,0.274,0.274,0.274,0.0,0.987,0.513,0.379,0.407
7940,0.264,0.264,0.264,0.0,0.965,0.5,0.371,0.402
7941,0.264,0.264,0.264,0.0,0.984,0.493,0.365,0.394
7942,0.264,0.264,0.264,0.0,0.98,0.481,0.35,0.39
7943,0.274,0.274,0.274,0.0,0.991,0.447,0.336,0.386
7944,0.264,0.264,0.264,0.0,0.974,0.409,0.329,0.371
7945,0.114,0.114,0.114,0.0,0.964,0.378,0.325,0.356
7946,0.076,0.076,0.076,0.0,0.966,0.355,0.324,0.348
7947,0.084,0.084,0.084,0.0,0.989,0.345,0.323,0.344
7948,0.076,0.076,0.076,0.0,0.993,0.34,0.326,0.345
7949,0.076,0.076,0.076,0.0,0.912,0.348,0.335,0.349
7950,0.084,0.084,0.084,0.0,0.965,0.366,0.346,0.362
7951,0.104,0.104,0.104,0.0,0.978,0.394,0.351,0.36
7952,0.254,0.254,0.254,0.651,0.982,0.415,0.359,0.357
7953,0.254,0.254,0.254,0.775,0.994,0.457,0.366,0.368
7954,0.264,0.264,0.264,0.839,0.987,0.489,0.366,0.377
7955,0.264,0.264,0.264,0.832,0.976,0.509,0.368,0.382
7956,0.254,0.254,0.254,0.812,0.868,0.517,0.366,0.383
7957,0.264,0.264,0.264,0.759,0.927,0.521,0.363,0.381
7958,0.302,0.302,0.302,0.733,0.697,0.516,0.363,0.379
7959,0.518,0.518,0.518,0.684,0.707,0.516,0.361,0.376
7960,0.528,0.528,0.528,0.411,0.72,0.509,0.366,0.376
7961,0.358,0.358,0.358,0.0,0.885,0.523,0.395,0.402
7962,0.358,0.358,0.358,0.0,0.773,0.574,0.418,0.434
7963,0.312,0.312,0.312,0.0,0.777,0.565,0.409,0.434
7964,0.264,0.264,0.264,0.0,0.872,0.55,0.396,0.428
7965,0.274,0.274,0.274,0.0,0.964,0.538,0.384,0.421
7966,0.254,0.254,0.254,0.0,0.973,0.512,0.365,0.416
7967,0.264,0.264,0.264,0.0,0.986,0.473,0.344,0.406
7968,0.264,0.264,0.264,0.0,0.984,0.428,0.335,0.391
7969,0.084,0.084,0.084,0.0,0.984,0.395,0.33,0.373
7970,0.084,0.084,0.084,0.0,0.989,0.373,0.327,0.362
7971,0.076,0.076,0.076,0.0,0.997,0.353,0.327,0.358
7972,0.076,0.076,0.076,0.0,0.987,0.345,0.328,0.354
7973,0.076,0.076,0.076,0.0,0.924,0.347,0.333,0.358
7974,0.076,0.076,0.076,0.0,0.825,0.358,0.343,0.361
7975,0.084,0.084,0.084,0.0,0.769,0.378,0.35,0.36
7976,0.076,0.076,0.076,0.645,0.822,0.393,0.362,0.36
7977,0.094,0.094,0.094,0.784,0.911,0.439,0.373,0.373
7978,0.084,0.084,0.084,0.797,0.947,0.469,0.375,0.382
7979,0.094,0.094,0.094,0.815,0.875,0.493,0.374,0.386
7980,0.218,0.218,0.218,0.815,0.715,0.503,0.369,0.386
7981,0.284,0.284,0.284,0.795,0.436,0.507,0.367,0.381
7982,0.264,0.264,0.264,0.764,0.307,0.498,0.364,0.378
7983,0.292,0.292,0.292,0.656,0.322,0.487,0.365,0.374
7984,0.274,0.274,0.274,0.417,0.465,0.488,0.368,0.373
7985,0.528,0.528,0.528,0.0,0.444,0.493,0.395,0.402
7986,0.548,0.548,0.548,0.0,0.208,0.547,0.425,0.44
7987,0.538,0.538,0.538,0.0,0.16,0.551,0.414,0.441
7988,0.528,0.528,0.528,0.0,0.058,0.54,0.401,0.436
7989,0.538,0.538,0.538,0.0,0.0,0.525,0.385,0.43
7990,0.528,0.528,0.528,0.0,0.0,0.505,0.364,0.422
7991,0.264,0.264,0.264,0.0,0.0,0.471,0.345,0.413
7992,0.264,0.264,0.264,0.0,0.055,0.433,0.336,0.395
7993,0.264,0.264,0.264,0.0,0.264,0.399,0.329,0.378
7994,0.264,0.264,0.264,0.0,0.214,0.385,0.327,0.368
7995,0.254,0.254,0.254,0.0,0.224,0.37,0.325,0.363
7996,0.264,0.264,0.264,0.0,0.194,0.361,0.326,0.362
7997,0.264,0.264,0.264,0.0,0.214,0.36,0.33,0.366
7998,0.254,0.254,0.254,0.0,0.094,0.363,0.339,0.369
7999,0.264,0.264,0.264,0.0,0.077,0.378,0.345,0.363
8000,0.264,0.264,0.264,0.647,0.036,0.374,0.355,0.359
8001,0.264,0.264,0.264,0.775,0.034,0.404,0.362,0.372
8002,0.264,0.264,0.264,0.797,0.037,0.435,0.364,0.379
8003,0.254,0.254,0.254,0.81,0.043,0.45,0.366,0.382
8004,0.264,0.264,0.264,0.815,0.1,0.462,0.363,0.381
8005,0.292,0.292,0.292,0.808,0.101,0.472,0.361,0.378
8006,0.528,0.528,0.528,0.779,0.449,0.474,0.358,0.375
8007,0.518,0.518,0.518,0.695,0.701,0.473,0.359,0.373
8008,0.518,0.518,0.518,0.411,0.762,0.473,0.367,0.376
8009,0.518,0.518,0.518,0.0,0.963,0.503,0.406,0.407
8010,0.528,0.528,0.528,0.0,0.993,0.555,0.446,0.45
8011,0.528,0.528,0.528,0.0,0.983,0.56,0.44,0.451
8012,0.518,0.518,0.518,0.0,0.994,0.558,0.425,0.445
8013,0.32,0.32,0.32,0.0,0.985,0.543,0.398,0.435
8014,0.302,0.302,0.302,0.0,0.996,0.515,0.367,0.419
8015,0.274,0.274,0.274,0.0,0.988,0.476,0.343,0.401
8016,0.274,0.274,0.274,0.0,0.99,0.43,0.333,0.379
8017,0.274,0.274,0.274,0.0,0.989,0.396,0.33,0.361
8018,0.264,0.264,0.264,0.0,0.995,0.37,0.328,0.352
8019,0.274,0.274,0.274,0.0,0.991,0.359,0.329,0.347
8020,0.264,0.264,0.264,0.0,0.993,0.356,0.336,0.347
8021,0.274,0.274,0.274,0.0,0.997,0.366,0.36,0.354
8022,0.34,0.34,0.34,0.0,0.999,0.408,0.409,0.377
8023,0.51,0.51,0.51,0.0,0.998,0.483,0.43,0.39
8024,0.518,0.518,0.518,0.0,0.997,0.527,0.418,0.393
8025,0.518,0.518,0.518,0.002,0.987,0.56,0.408,0.399
8026,0.518,0.518,0.518,0.004,0.923,0.58,0.403,0.403
8027,0.538,0.538,0.538,0.024,0.923,0.59,0.398,0.409
8028,0.528,0.528,0.528,0.611,0.943,0.593,0.393,0.41
8029,0.528,0.528,0.528,0.848,0.968,0.59,0.391,0.411
8030,0.528,0.528,0.528,0.804,0.976,0.587,0.389,0.41
8031,0.538,0.538,0.538,0.702,0.947,0.581,0.384,0.406
